Adj-r_sq,Rm-Rf %,SMB %,Symbol,const,high-low
0.0341,0.0,,ASIANHOTNR,0.6781,0.6784
0.0212,0.0002,,SALSTEEL,0.2561,0.4418
0.0057,0.0052,,SEPOWER,0.4289,0.3982
0.075,0.0,,INDIANCARD,0.5232,0.0209
0.0874,0.0,,TDPOWERSYS,0.8648,0.5692
0.1848,0.0,,EICHERMOT,0.0004,0.0
0.0486,0.0,,DEEPAKNTR,0.2784,0.2537
0.0592,0.0,,SIYSIL,0.1144,0.3357
0.1511,0.0,,BATAINDIA,0.8964,0.3488
0.0482,0.0,,RAMCOSYS,0.1235,0.0594
0.1048,0.0,,CIGNITITEC,0.6209,0.3968
0.1334,0.0,,SITINET,0.5097,0.0077
0.0108,0.0005,,COUNCODOS,0.0577,0.086
0.0184,0.0076,,MANAKCOAT,0.2962,0.3486
0.069,0.0,,EMAMILTD,0.1438,0.1775
0.0888,0.0,,FDC,0.0712,0.3056
0.1577,0.0,,CUMMINSIND,0.1789,0.9291
0.0823,0.0,,PITTIENG,0.336,0.0452
0.0764,0.0,,MONSANTO,0.0831,0.0004
0.1163,0.0,,GARDENSILK,0.9371,0.1958
0.0076,0.0461,,VASWANI,0.1451,0.3
0.064,0.0,,SARLAPOLY,0.5494,0.6364
0.0437,0.0,,CINELINE,0.0299,0.3529
0.059,0.0,,MAITHANALL,0.0415,0.7498
0.1589,0.0,,JSL,0.4463,0.8843
0.1425,0.0,,AKSHOPTFBR,0.3223,0.0026
0.2901,0.0,,RAYMOND,0.1852,0.0291
0.0679,0.0,,AMBIKCO,0.0135,0.0053
0.0737,0.0,,GREENLAM,0.0724,0.6503
0.0097,0.005,,SREEL,0.6945,0.5772
0.0466,0.0,,DHUNINV,0.0423,0.3817
0.1098,0.0,,CORPBANK,0.1716,0.0537
0.1673,0.0,,OBEROIRLTY,0.4203,0.9328
0.0342,0.0,,BALKRISIND,0.0268,0.9437
0.072,0.0,,LGBBROSLTD,0.0635,0.3109
0.1664,0.0,,ADLABS,0.393,0.6542
0.1519,0.0,,SSWL,0.026,0.4988
0.2169,0.0,,NAHARSPING,0.5391,0.001
0.1618,0.0,,IL&FSENGG,0.9267,0.1497
0.1887,0.0,,NECLIFE,0.5015,0.1176
0.0863,0.0,,GENESYS,0.3297,0.1849
0.1799,0.0,,JAYSREETEA,0.7985,0.1046
0.1729,0.0,,LEEL,0.1491,0.0009
0.2381,0.0,,BEML,0.0263,0.2939
0.3315,0.0,,AMBUJACEM,0.6105,0.2983
0.0224,0.0006,,HINDNATGLS,0.8134,0.0408
0.149,0.0,,SHREECEM,0.0105,0.006
0.0757,0.0,,ALKALI,0.1797,0.3129
0.0499,0.0,,NAUKRI,0.0266,0.008
0.1926,0.0,,TATAMETALI,0.0044,0.7091
0.0047,0.0149,,BSLGOLDETF,0.3799,0.8462
0.0354,0.0,,SOLARINDS,0.2294,0.3611
0.165,0.0,,PNB,0.6852,0.0006
0.1332,0.0,,BFINVEST,0.0578,0.039
0.1926,0.0,,FEDDERELEC,0.5493,0.0694
0.1319,0.0,,PREMIER,0.3931,0.9266
0.0341,0.0,,CADILAHC,0.8269,0.0179
0.0335,0.0,,TECHM,0.758,0.5762
0.1101,0.0,,SUNCLAYLTD,0.0,0.2752
0.1121,0.0,,MAHINDCIE,0.0571,0.1253
0.1643,0.0,,KEI,0.0028,0.2692
0.0796,0.0,,COMPUSOFT,0.606,0.1694
0.1883,0.0,,GSCLCEMENT,0.7522,0.012
0.2019,0.0,,KEC,0.0263,0.7264
0.1724,0.0,,LINCOLN,0.9259,0.0307
0.029,0.0,,GOKUL,0.7068,0.2123
0.1429,0.0,,MUNJALAU,0.3268,0.0481
0.1865,0.0,,TINPLATE,0.0592,0.8275
0.0975,0.0,,VARDHACRLC,0.0447,0.2008
0.1364,0.0,,BAJAJELEC,0.2463,0.0116
0.0402,0.0,,ARIHANT,0.467,0.9557
0.1307,0.0,,INDRAMEDCO,0.3192,0.6844
0.1885,0.0,,ZEEL,0.0669,0.5622
0.0547,0.0,,GANDHITUBE,0.1333,0.3227
0.1537,0.0,,BLUESTARCO,0.0065,0.4495
0.0383,0.0,,HCLTECH,0.2591,0.8378
0.3724,0.0,,DLF,0.9494,0.8097
0.0488,0.0,,SICAGEN,0.1745,0.0353
0.2685,0.0,,JINDALSAW,0.8166,0.2294
0.0296,0.0,,KIRLOSIND,0.0774,0.1134
0.1606,0.0,,APARINDS,0.038,0.4049
0.1002,0.0,,MANPASAND,0.4881,0.4758
0.1322,0.0,,HINDMOTORS,0.7542,0.2447
0.0453,0.0,,WELSPUNIND,0.139,0.6419
0.2425,0.0,,NTPC,0.5073,0.0854
0.0516,0.0,,SPLIL,0.1436,0.0211
0.1783,0.0,,ESSELPACK,0.0038,0.84
0.4017,0.0,,SIEMENS,0.3674,0.1267
0.1392,0.0,,SPARC,0.13,0.1465
0.0499,0.0,,KIRLOSENG,0.1969,0.1424
0.059,0.0,,CENTUM,0.0121,0.3772
0.1378,0.0,,KABRAEXTRU,0.1047,0.6755
0.1019,0.0,,RNAVAL,0.7334,0.3858
0.0394,0.0,,NAGREEKEXP,0.1866,0.4801
0.0814,0.0,,BANARISUG,0.2762,0.007
0.0976,0.0,,ASSAMCO,0.7418,0.4817
0.0211,0.0043,,STEL,0.0964,0.0713
0.0838,0.0,,MINDAIND,0.0229,0.5993
0.2188,0.0,,PRSMJOHNSN,0.3234,0.0991
0.1178,0.0,,TEXMOPIPES,0.2284,0.3721
0.1192,0.0,,AVTNPL,0.5264,0.0306
0.1154,0.0,,SUNILHITEC,0.7189,0.8693
0.2919,0.0,,MRF,0.0035,0.0007
0.1254,0.0,,GUJALKALI,0.0277,0.0165
0.0343,0.0,,GOLDBEES,0.1577,0.1974
0.057,0.0,,VSSL,0.0602,0.8579
0.1223,0.0,,HESTERBIO,0.0247,0.1638
0.0768,0.0,,ESABINDIA,0.2986,0.1178
0.096,0.0,,SELMCL,0.8641,0.1969
0.0456,0.0,,PNC,0.2249,0.4758
0.0608,0.0,,RESPONIND,0.6621,0.0196
0.1206,0.0,,MONTECARLO,0.6751,0.9296
0.1172,0.0,,SOBHA,0.3387,0.2251
0.0072,0.0052,,TARMAT,0.1404,0.7009
0.1813,0.0,,RAMCOCEM,0.0202,0.0495
0.1134,0.0,,TRITURBINE,0.1703,0.4394
0.1298,0.0,,GREAVESCOT,0.2005,0.2022
0.1066,0.0,,LUPIN,0.3498,0.1593
0.1432,0.0,,EROSMEDIA,0.8094,0.0896
0.0112,0.0002,,GALLISPAT,0.0228,0.0282
0.1234,0.0,,GAYAPROJ,0.224,0.0754
0.2013,0.0,,JPPOWER,0.415,0.9563
0.0956,0.0,,MBLINFRA,0.4071,0.6534
0.0946,0.0,,WELENT,0.0496,0.0046
0.0626,0.0,,TIDEWATER,0.609,0.001
0.1234,0.0,,AARTIIND,0.0008,0.0199
0.0851,0.0,,AURIONPRO,0.3865,0.0174
0.0558,0.0,,SANWARIA,0.6855,0.9281
0.0278,0.0,,QGOLDHALF,0.1955,0.085
0.2788,0.0,,JPASSOCIAT,0.4168,0.6041
0.1722,0.0,,HBLPOWER,0.2038,0.0004
0.056,0.0,,20MICRONS,0.7394,0.722
0.0128,0.0012,,VIVIDHA,0.3182,0.7278
0.2773,0.0,,UNITECH,0.4109,0.683
0.0689,0.0,,SUTLEJTEX,0.6464,0.1956
0.138,0.0,,AMARAJABAT,0.0509,0.0637
0.1345,0.0,,WONDERLA,0.1806,0.2396
0.1583,0.0,,SBIN,0.4664,0.2172
0.0897,0.0,,PANACEABIO,0.3621,0.0197
0.1632,0.0,,SUBROS,0.0167,0.0043
0.0891,0.0,,ORTINLABSS,0.2167,0.8423
0.0728,0.0,,INDBANK,0.1043,0.0145
0.2177,0.0,,MADHUCON,0.746,0.5439
0.066,0.0,,ONWARDTEC,0.1907,0.0014
0.0641,0.0,,NAHARPOLY,0.1371,0.1917
0.0957,0.0,,IDEA,0.5624,0.0499
0.0609,0.0,,TREEHOUSE,0.0594,0.2705
0.0151,0.0,,INDOSOLAR,0.3032,0.4407
0.1356,0.0,,CCHHL,0.5315,0.389
0.0834,0.0,,KAJARIACER,0.0748,0.0436
0.1399,0.0,,BBL,0.1887,0.5697
0.0237,0.0003,,MANAKSTEEL,0.1801,0.8871
0.1273,0.0,,SWARAJENG,0.0093,0.0031
0.1911,0.0,,DREDGECORP,0.1479,0.9864
0.1165,0.0,,KRBL,0.0001,0.4184
0.082,0.0,,GEECEE,0.1201,0.811
0.0296,0.0,,MOHOTAIND,0.051,0.9474
0.1046,0.0,,INDOTECH,0.4687,0.0928
0.1446,0.0,,SHANTIGEAR,0.187,0.0723
0.1744,0.0,,JKLAKSHMI,0.1808,0.9802
0.1685,0.0,,OIL,0.8092,0.0005
0.1146,0.0,,FCONSUMER,0.0268,0.0298
0.1678,0.0,,BHARATFORG,0.1242,0.3353
0.1154,0.0,,PSL,0.1284,0.0371
0.0432,0.0004,,GULPOLY,0.9667,0.0409
0.0606,0.0,,CELESTIAL,0.413,0.4371
0.086,0.0,,MENONBE,0.5908,0.6133
0.0545,0.0,,PATSPINLTD,0.1593,0.7521
0.0549,0.0,,IGL,0.2256,0.0845
0.2583,0.0,,IDFC,0.4121,0.2535
0.291,0.0,,JMFINANCIL,0.0275,0.2342
0.1316,0.0,,TRIVENI,0.1356,0.4401
0.0457,0.0,,ZODIACLOTH,0.6514,0.0087
0.1099,0.0,,PETRONET,0.238,0.0714
0.0779,0.0,,VISASTEEL,0.8861,0.7591
0.0178,0.0001,,CYIENT,0.022,0.2406
0.1242,0.0,,PNBGILTS,0.3135,0.0905
0.0488,0.0,,GREENPLY,0.3806,0.1293
0.2125,0.0,,ZEEMEDIA,0.178,0.6427
0.1162,0.0,,MUTHOOTFIN,0.2076,0.2456
0.0889,0.0,,BAJFINANCE,0.1828,0.0019
0.0857,0.0,,BASML,0.1588,0.0025
0.0424,0.0,,KNRCON,0.0815,0.2655
0.3338,0.0,,IBREALEST,0.2621,0.1696
0.153,0.0,,VOLTAMP,0.1569,0.115
0.0794,0.0,,KOTHARIPET,0.0954,0.5741
0.0663,0.0,,RATNAMANI,0.004,0.2981
0.0993,0.0,,FIEMIND,0.0085,0.5487
0.2004,0.0,,BALAJITELE,0.2612,0.1505
0.1159,0.0,,KOHINOOR,0.2781,0.8139
0.0771,0.0,,ELGIEQUIP,0.0571,0.024
0.1281,0.0,,DABUR,0.0171,0.5412
0.2964,0.0,,ASHOKLEY,0.05,0.0052
0.0266,0.0,,BANG,0.4801,0.6236
0.2166,0.0,,SRTRANSFIN,0.3155,0.2741
0.139,0.0,,SUNDRMFAST,0.0009,0.3747
0.0323,0.0,,KOTARISUG,0.3288,0.2694
0.0782,0.0,,IVC,0.4136,0.6022
0.1028,0.0,,RBL,0.0133,0.0048
0.0717,0.0,,SYMPHONY,0.0387,0.1242
0.199,0.0,,NFL,0.8526,0.4179
0.2181,0.0,,UNITEDBNK,0.0759,0.0503
0.1782,0.0,,MAJESCO,0.7581,0.8027
0.1175,0.0,,MINDACORP,0.9625,0.9403
0.0638,0.0,,AGCNET,0.805,0.9962
0.0757,0.0,,MUKTAARTS,0.1852,0.6194
0.1445,0.0,,NITCO,0.1351,0.0149
0.0063,0.3757,,BKMINDST,0.1242,0.1945
0.0834,0.0,,ASAL,0.3036,0.123
0.4757,0.0,,CENTURYTEX,0.1194,0.3795
0.1228,0.0,,NCLIND,0.0762,0.0081
0.0189,0.0,,ASTRAL,0.1154,0.7257
0.0096,0.0028,,RKFORGE,0.2131,0.8584
0.1513,0.0,,IGARASHI,0.0128,0.0251
0.0782,0.0,,JPOLYINVST,0.7868,0.1669
0.0064,0.3292,,KIRIINDUS,0.1055,0.0504
0.4967,0.0,,RPOWER,0.236,0.0069
0.2557,0.0,,HINDCOPPER,0.8155,0.0142
0.2339,0.0,,PENINLAND,0.6202,0.0668
0.104,0.0,,JAGRAN,0.2158,0.0768
0.1345,0.0,,MTEDUCARE,0.8603,0.9741
0.0698,0.0,,3IINFOTECH,0.6032,0.8536
0.0971,0.0,,ADSL,0.566,0.3219
0.1654,0.0,,WOCKPHARMA,0.5412,0.3732
0.0708,0.0,,ESTER,0.1118,0.4953
0.0675,0.0,,KTIL,0.1348,0.5233
0.1191,0.0,,APOLLOHOSP,0.338,0.1311
0.0326,0.0,,EUROTEXIND,0.3705,0.053
0.0683,0.0,,SPMLINFRA,0.2268,0.2778
0.0536,0.0,,GLOBALVECT,0.0378,0.4257
0.0592,0.0,,AJANTPHARM,0.073,0.107
0.0901,0.0,,GILLETTE,0.0241,0.0004
0.0666,0.0,,CLNINDIA,0.9337,0.4003
0.0135,0.0005,,3PLAND,0.4295,0.1062
0.1216,0.0,,PAPERPROD,0.0208,0.0769
0.1922,0.0,,SUPERHOUSE,0.6145,0.5234
0.1144,0.0,,MCDOWELL-N,0.2293,0.8762
0.075,0.0,,GULFPETRO,0.1719,0.0123
0.3046,0.0,,VOLTAS,0.0092,0.9905
0.1702,0.0,,HIMATSEIDE,0.0075,0.0697
0.0412,0.0,,INDOTHAI,0.054,0.5758
0.133,0.0,,SWELECTES,0.1266,0.0036
0.1555,0.0,,KWALITY,0.2349,0.0012
0.1592,0.0,,BALLARPUR,0.9072,0.133
0.0458,0.0,,JKIL,0.5356,0.1717
0.0181,0.0,,POLYMED,0.6037,0.9462
0.1668,0.0,,AMRUTANJAN,0.0627,0.3846
0.0218,0.0,,RSYSTEMS,0.711,0.93
0.0189,0.0004,,UNIVCABLES,0.2778,0.8739
0.2447,0.0,,RCOM,0.7912,0.0023
0.0895,0.0,,DALMIASUG,0.0451,0.4006
0.0859,0.0,,JUBLINDS,0.3618,0.2291
0.0931,0.0,,GODREJCP,0.411,0.2622
0.0169,0.0144,,PILITA,0.067,0.2363
0.1452,0.0,,CAMLINFINE,0.4432,0.4193
0.1434,0.0,,GSFC,0.1705,0.2852
0.2216,0.0,,IL&FSTRANS,0.322,0.9401
0.0808,0.0,,PPAP,0.0081,0.2737
0.2222,0.0,,APOLLOTYRE,0.1415,0.0282
0.0427,0.0,,VAIBHAVGBL,0.0126,0.1558
0.0433,0.0,,ADVANIHOTR,0.1839,0.0684
0.2658,0.0,,ANSALAPI,0.7795,0.0748
0.055,0.0,,BODALCHEM,0.0434,0.018
0.1796,0.0,,SUNTV,0.2819,0.1834
0.1662,0.0,,HIL,0.1043,0.0653
0.1641,0.0,,SATIN,0.2606,0.3122
0.2004,0.0,,PRAJIND,0.2776,0.8092
0.122,0.0,,INDIANHUME,0.1347,0.9728
0.1361,0.0,,RENUKA,0.7302,0.452
0.113,0.0,,GLENMARK,0.5534,0.9273
0.1069,0.0,,WHEELS,0.2135,0.0931
0.0935,0.0,,ELAND,0.3194,0.5241
0.1226,0.0,,JKTYRE,0.4132,0.4948
0.0356,0.0,,WIPRO,0.7491,0.148
0.1826,0.0,,CHAMBLFERT,0.1607,0.3222
0.0618,0.0,,SIMPLEX,0.6424,0.1441
0.1376,0.0,,BASF,0.1261,0.0
0.0619,0.0,,ORIENTHOT,0.3486,0.4521
0.0333,0.0,,KKCL,0.0216,0.8425
0.0989,0.0,,BAFNAPHARM,0.9154,0.2313
0.0509,0.0,,INDOCO,0.0262,0.9618
0.1124,0.0,,MADHAV,0.1606,0.1059
0.1345,0.0,,GNFC,0.0164,0.3837
0.0941,0.0,,TARAJEWELS,0.0382,0.0438
0.0404,0.0,,THANGAMAYL,0.1723,0.3988
0.0487,0.0,,BHARATRAS,0.0012,0.3085
0.0791,0.0,,MANUGRAPH,0.7222,0.0261
0.0328,0.0001,,HATSUN,0.0253,0.1657
0.1097,0.0,,CAREERP,0.7726,0.5681
0.2844,0.0,,NCC,0.2599,0.0358
0.0964,0.0,,JBMA,0.0631,0.0
0.0853,0.0,,SQSBFSI,0.0453,0.4177
0.0674,0.0,,HARITASEAT,0.0235,0.4352
0.1584,0.0,,GATI,0.1241,0.975
0.0869,0.0,,LINDEINDIA,0.3546,0.6767
0.0344,0.0,,ABBOTINDIA,0.0027,0.1579
0.1007,0.0,,ZUARI,0.324,0.618
0.0922,0.0,,DATAMATICS,0.1382,0.114
0.1179,0.0,,TALBROAUTO,0.0391,0.0014
0.1321,0.0,,NAHARCAP,0.063,0.2569
0.6015,0.0,,BANKBEES,0.0191,0.2829
0.0494,0.0,,OISL,0.3624,0.7048
0.0124,0.0066,,NIBL,0.1376,0.249
0.0384,0.0,,GENUSPAPER,0.0783,0.8531
0.0636,0.0,,ICRA,0.0261,0.6235
0.1303,0.0,,VLSFINANCE,0.1088,0.0678
0.1532,0.0,,HINDPETRO,0.3845,0.9839
0.0923,0.0,,FINPIPE,0.0004,0.6373
0.0827,0.0,,NEULANDLAB,0.0268,0.9309
0.1195,0.0,,GOKEX,0.3423,0.64
0.0908,0.0,,BALMLAWRIE,0.9384,0.6022
0.0793,0.0,,J&KBANK,0.3423,0.116
0.1197,0.0,,IFBIND,0.0052,0.7427
0.0812,0.0,,NAGAROIL,0.8408,0.1081
0.05,0.0,,ARCHIDPLY,0.0368,0.0211
0.0527,0.0,,JINDALPHOT,0.6143,0.9345
0.1531,0.0,,ADORWELD,0.1294,0.2638
0.2083,0.0,,MERCATOR,0.4893,0.073
0.241,0.0,,JINDALPOLY,0.373,0.0764
0.3105,0.0,,PSUBNKBEES,0.8989,0.6408
0.1497,0.0,,GIPCL,0.2416,0.1031
0.0619,0.0,,ZYDUSWELL,0.1088,0.9974
0.3907,0.0,,PTC,0.4676,0.5955
0.2185,0.0,,UPL,0.007,0.9363
0.0873,0.0,,TI,0.5067,0.382
0.0654,0.0,,PGHH,0.0014,0.0099
0.0862,0.0,,JUSTDIAL,0.972,0.0085
0.1415,0.0,,VASCONEQ,0.8078,0.0347
0.021,0.0,,GTNTEX,0.0844,0.5878
0.3461,0.0,,TATACHEM,0.1699,0.0363
0.0245,0.0,,SPICEMOBI,0.6686,0.5385
0.091,0.0,,REPRO,0.1277,0.1369
0.0348,0.0,,GRINDWELL,0.1102,0.7425
0.0685,0.0,,KARURVYSYA,0.6138,0.6919
0.164,0.0,,AXISCADES,0.3861,0.0034
0.0682,0.0,,HOVS,0.0415,0.157
0.0657,0.0,,DIVISLAB,0.6243,0.558
0.1116,0.0,,CUB,0.0152,0.9677
0.0703,0.0,,RUCHIRA,0.008,0.0546
0.1062,0.0,,DECCANCE,0.3826,0.0003
0.1856,0.0,,JMCPROJECT,0.0615,0.5589
0.0666,0.0,,GUJAPOLLO,0.1837,0.4068
0.0858,0.0,,SUNPHARMA,0.7482,0.1798
0.0843,0.0,,SCHAEFFLER,0.008,0.0022
0.1855,0.0,,EVEREADY,0.0001,0.1434
0.2205,0.0,,ABAN,0.6445,0.6354
0.0244,0.0015,,MANAKALUCO,0.3939,0.7082
0.1837,0.0,,NILAINFRA,0.112,0.1445
0.0777,0.0,,BHUSANSTL,0.1611,0.2174
0.0927,0.0,,VSTTILLERS,0.0046,0.6298
0.0656,0.0,,THIRUSUGAR,0.8943,0.1063
0.0784,0.0,,POWERMECH,0.5791,0.5529
0.0023,0.0713,,KOTAKGOLD,0.5462,0.6878
0.0639,0.0,,IPCALAB,0.5832,0.0036
0.1514,0.0,,MEGH,0.015,0.128
0.003,0.1103,,ICICINF100,0.1463,0.6375
0.1359,0.0,,MHRIL,0.8383,0.0407
0.1565,0.0,,3MINDIA,0.0218,0.0
0.314,0.0,,HDFC,0.082,0.6642
0.1632,0.0,,GLOBUSSPR,0.7598,0.5814
0.1854,0.0,,TRIDENT,0.0304,0.0045
0.1546,0.0,,RALLIS,0.3431,0.3302
0.1483,0.0,,JKCEMENT,0.0815,0.7431
0.0924,0.0,,KITEX,0.0795,0.2091
0.0323,0.0,,VGUARD,0.3931,0.7778
0.1778,0.0,,BANKBARODA,0.5665,0.0757
0.0626,0.0,,SAGCEM,0.1621,0.0134
0.0252,0.0002,,EASTSILK,0.2832,0.0952
0.3692,0.0,,KOTAKPSUBK,0.9495,0.7346
0.1154,0.0,,MAHSCOOTER,0.01,0.9036
0.0278,0.0,,SABTN,0.2,0.2937
0.1359,0.0,,MANAPPURAM,0.1545,0.1599
0.0644,0.0,,ELGIRUBCO,0.2953,0.1224
0.0267,0.0012,,STINDIA,0.2608,0.0003
0.0668,0.0,,BERGEPAINT,0.2615,0.2695
0.2687,0.0,,IDFCBANK,0.4079,0.3098
0.2523,0.0,,CENTENKA,0.2817,0.0008
0.0063,0.049,,AXISGOLD,0.3637,0.1663
0.2644,0.0,,HINDZINC,0.1338,0.2639
0.2053,0.0,,BINANIIND,0.7954,0.0067
0.2289,0.0,,BFUTILITIE,0.7303,0.2758
0.1341,0.0,,ORIENTBELL,0.2702,0.0008
0.0735,0.0,,SUPREMEIND,0.0036,0.0233
0.026,0.0,,PIONDIST,0.1018,0.6674
0.2948,0.0,,GICHSGFIN,0.069,0.8395
0.058,0.0,,ICICINIFTY,0.1642,0.5052
0.069,0.0,,POLARIS,0.1136,0.0928
0.0332,0.0,,MAYURUNIQ,0.4966,0.1435
0.0979,0.0,,HAVELLS,0.5187,0.5565
0.1766,0.0,,JAYNECOIND,0.9255,0.3616
0.0128,0.0005,,UNIPLY,0.0268,0.6103
0.0086,0.003,,IDBIGOLD,0.348,0.6095
0.108,0.0,,IZMO,0.2055,0.1088
0.0827,0.0,,63MOONS,0.349,0.2912
0.1417,0.0,,KOKUYOCMLN,0.1999,0.014
0.0617,0.0,,STERTOOLS,0.0419,0.5791
0.0743,0.0,,DYNAMATECH,0.3529,0.0
0.0519,0.0,,HMVL,0.2086,0.7297
0.0577,0.0,,TTKPRESTIG,0.1001,0.6111
0.1988,0.0,,INDIAGLYCO,0.2302,0.8107
0.1602,0.0,,VIPCLOTHNG,0.2401,0.1264
0.1247,0.0,,DENORA,0.691,0.2573
0.0629,0.0,,AHLEAST,0.5986,0.0138
0.2416,0.0,,NETWORK18,0.5286,0.1483
0.1068,0.0,,JAGSNPHARM,0.2534,0.3822
0.1027,0.0,,BALRAMCHIN,0.1742,0.5321
0.0006,0.6563,,SHAHALLOYS,0.1999,0.273
0.0871,0.0,,CAPLIPOINT,0.0679,0.235
0.1329,0.0,,JUBILANT,0.1309,0.2952
0.2443,0.0,,BBTC,0.0066,0.4293
0.1351,0.0,,SUPPETRO,0.0195,0.0605
0.0923,0.0,,MAHLIFE,0.593,0.7786
0.5029,0.0,,RELCAPITAL,0.9899,0.3531
0.158,0.0,,AJMERA,0.2603,0.7242
0.3717,0.0,,HDFCBANK,0.0012,0.0414
0.1336,0.0,,GREENPOWER,0.8862,0.038
0.0368,0.0,,GSS,0.7642,0.9096
0.2412,0.0,,INTELLECT,0.3813,0.1673
0.1997,0.0,,VADILALIND,0.119,0.6741
0.1791,0.0,,ENGINERSIN,0.9217,0.2136
0.1922,0.0,,INGERRAND,0.4024,0.1287
0.0534,0.0,,SHREYANIND,0.0336,0.2514
0.0753,0.0,,TWL,0.6239,0.302
0.1264,0.0,,BLKASHYAP,0.1245,0.9172
0.0458,0.0,,FMNL,0.0779,0.9875
0.2412,0.0,,DISHTV,0.7984,0.9626
0.0852,0.0,,AARVEEDEN,0.8706,0.0432
0.078,0.0,,BIOCON,0.1868,0.9957
0.3637,0.0,,KTKBANK,0.9139,0.28
0.103,0.0,,SHK,0.3989,0.7581
0.0034,0.0387,,JMTAUTOLTD,0.7602,0.9746
0.0087,0.0064,,SGL,0.0213,0.1691
0.2696,0.0,,BHEL,0.4046,0.0339
0.1222,0.0,,LUMAXIND,0.0322,0.0004
0.1744,0.0,,KESORAMIND,0.9295,0.6223
0.0998,0.0,,RML,0.0515,0.2155
0.0279,0.0001,,KESARENT,0.3288,0.2826
0.2116,0.0,,MANGLMCEM,0.35,0.7465
0.0527,0.0,,SANOFI,0.0673,0.4458
0.1084,0.0,,GRANULES,0.275,0.8894
0.0408,0.0001,,SIGNET,0.7502,0.2532
0.1016,0.0,,RADICO,0.2546,0.182
0.1369,0.0,,SHREEPUSHK,0.0563,0.709
0.185,0.0,,MCLEODRUSS,0.4908,0.0589
0.2297,0.0,,CENTRALBK,0.8959,0.8754
0.1664,0.0,,ASAHISONG,0.1206,0.0019
0.3979,0.0,,BANKINDIA,0.4846,0.0002
0.101,0.0,,SAKHTISUG,0.7674,0.2579
0.2074,0.0,,COALINDIA,0.9398,0.0129
0.1484,0.0,,VENUSREM,0.4665,0.0082
0.1031,0.0,,AARTIDRUGS,0.1079,0.9258
0.1088,0.0,,WABCOINDIA,0.0182,0.0
0.0711,0.0,,SANDESH,0.0285,0.2399
0.1623,0.0,,ALEMBICLTD,0.2078,0.082
0.2162,0.0,,DCW,0.4216,0.8887
0.0776,0.0,,MPSLTD,0.0238,0.7638
0.039,0.0,,TOKYOPLAST,0.0298,0.8014
0.0243,0.0004,,SURANAT&P,0.8819,0.0565
0.0191,0.0,,CREST,0.0745,0.8353
0.1421,0.0,,TVSMOTOR,0.0001,0.5522
0.1331,0.0,,TAKE,0.0971,0.0
0.1601,0.0,,HFCL,0.2866,0.7332
0.0108,0.0005,,HNGSNGBEES,0.2322,0.9608
0.0655,0.0,,TCIFINANCE,0.6598,0.1789
0.114,0.0,,INDHOTEL,0.1903,0.7497
0.0618,0.0,,BSELINFRA,0.3397,0.1623
0.0397,0.0,,KMSUGAR,0.0189,0.7017
0.1336,0.0,,PROZONINTU,0.481,0.3986
0.1536,0.0,,EVERESTIND,0.2139,0.4607
0.1525,0.0,,HONDAPOWER,0.2145,0.0405
0.0806,0.0,,NSIL,0.2879,0.3763
0.0259,0.0,,EMKAY,0.0376,0.6739
0.1921,0.0,,GTL,0.8734,0.4002
0.316,0.0,,UFLEX,0.0516,0.3582
0.0799,0.0,,SESHAPAPER,0.0792,0.8735
0.019,0.0,,FLEXITUFF,0.9704,0.2998
0.0091,0.0133,,ARCOTECH,0.9169,0.6605
0.1643,0.0,,KANORICHEM,0.2941,0.0441
0.1228,0.0,,MOIL,0.7305,0.9082
0.0763,0.0,,NESTLEIND,0.1874,0.0015
0.1443,0.0,,AUROPHARMA,0.0721,0.6803
0.1072,0.0,,BLUEDART,0.1521,0.001
0.0141,0.0049,,EXCELCROP,0.0661,0.1133
0.1843,0.0,,ATLANTA,0.3347,0.0929
0.3684,0.0,,TATAGLOBAL,0.305,0.019
0.141,0.0,,GUJFLUORO,0.1091,0.4033
0.046,0.0,,ITDCEM,0.26,0.9429
0.186,0.0,,CIPLA,0.3098,0.4217
0.1173,0.0,,HEG,0.0098,0.1264
0.0812,0.0,,PCJEWELLER,0.1916,0.3128
0.0234,0.0002,,SANGHVIMOV,0.4027,0.0497
0.2289,0.0,,DBREALTY,0.4446,0.033
0.1403,0.0,,PRABHAT,0.314,0.0446
0.1067,0.0,,SUPREMEINF,0.8875,0.004
0.0156,0.0001,,METKORE,0.9629,0.9463
0.0888,0.0,,GDL,0.2825,0.3595
0.0828,0.0,,FEL,0.8206,0.4709
0.088,0.0,,LOTUSEYE,0.107,0.2797
0.0402,0.0,,LALPATHLAB,0.6919,0.0773
0.2305,0.0,,ACE,0.0771,0.9925
0.2349,0.0,,UNITY,0.0742,0.0678
0.0531,0.0,,RELIGARE,0.2712,0.6055
0.2377,0.0,,NHPC,0.5657,0.5753
0.1373,0.0,,GAEL,0.0341,0.1761
0.3486,0.0,,SAIL,0.945,0.8592
0.052,0.0,,SALORAINTL,0.1478,0.6226
0.1375,0.0,,HONAUT,0.0001,0.0004
0.0559,0.0,,MUTHOOTCAP,0.0387,0.4052
0.0011,0.0911,,V2RETAIL,0.1021,0.5786
0.071,0.0,,PHOENIXLTD,0.0955,0.5049
0.1203,0.0,,LOKESHMACH,0.3579,0.0058
0.0473,0.0,,COLPAL,0.8907,0.5942
0.0771,0.0,,FMGOETZE,0.1473,0.0005
